study,participant.id,start.date,end.date,excluded.selective,advice,advice.algorithm,moroccan.teacher.cond,moroccan.teacher.cond.lab,moroccan.teacher.cond.bi,moroccan.teacher.cond.bi.lab,timer.minutes,decision,decision.lab,score.teacher.selected,follow.advice,decision.comb,man.check.advice,man.check.evaluation,score.teacher.selected.guess,man.check.score.exact,man.check.score,female,age,high.education,familiarity.algorithms.gov
study 3,study3_1055,2/2/2021 13:47,2/2/2021 14:19,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,32,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,63,1,1
study 3,study3_1056,2/2/2021 13:49,2/2/2021 13:57,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,61,1,0
study 3,study3_1057,2/2/2021 13:50,2/2/2021 14:00,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,60,0,1
study 3,study3_1058,2/2/2021 13:51,2/2/2021 14:05,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,14,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,62,1,0
study 3,study3_1059,2/2/2021 13:52,2/2/2021 14:11,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,19,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,54,1,1
study 3,study3_1060,2/2/2021 13:55,2/2/2021 14:08,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,13,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,44,1,0
study 3,study3_1061,2/2/2021 13:57,2/2/2021 14:59,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,63,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,66,0,1
study 3,study3_1062,2/2/2021 13:59,2/2/2021 14:05,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,5,1,1. El Amrani,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,53,1,1
study 3,study3_1063,2/2/2021 14:02,2/2/2021 14:10,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,58,0,1
study 3,study3_1064,2/2/2021 14:02,2/2/2021 14:12,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,61,0,0
study 3,study3_1065,2/2/2021 14:04,2/2/2021 14:13,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,0,46,1,1
study 3,study3_1066,2/2/2021 14:04,2/2/2021 14:27,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,23,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,57,0,0
study 3,study3_1067,2/2/2021 14:04,2/2/2021 14:13,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,53,1,0
study 3,study3_1068,2/2/2021 14:05,2/2/2021 14:14,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,56,1,1
study 3,study3_1069,2/2/2021 14:05,2/2/2021 14:11,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,6,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,1,49,1,0
study 3,study3_1070,2/2/2021 14:07,2/2/2021 14:31,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,24,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,61,1,1
study 3,study3_1071,2/2/2021 14:08,2/2/2021 14:15,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,61,0,1
study 3,study3_1072,2/2/2021 14:09,2/15/2021 10:02,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,18473,1,1. El Amrani,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,1,62,1,0
study 3,study3_1073,2/2/2021 14:10,2/2/2021 14:18,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,44,1,1
study 3,study3_1074,2/2/2021 14:10,2/2/2021 14:19,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,61,1,1
study 3,study3_1075,2/2/2021 14:13,2/2/2021 14:19,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,6,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,51,0,1
study 3,study3_1076,2/2/2021 14:13,2/2/2021 14:30,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,17,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,63,1,0
study 3,study3_1077,2/2/2021 14:14,2/2/2021 14:43,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,29,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,44,1,1
study 3,study3_1078,2/2/2021 14:17,2/2/2021 14:25,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,8,1,1,0,51,0,0
study 3,study3_1079,2/2/2021 14:24,2/2/2021 14:33,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,60,1,1
study 3,study3_1080,2/2/2021 14:24,2/2/2021 14:33,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,50,1,1
study 3,study3_1081,2/2/2021 14:25,2/2/2021 14:33,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,56,1,1
study 3,study3_1082,2/2/2021 14:29,2/2/2021 14:41,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,62,1,0
study 3,study3_1083,2/2/2021 14:35,2/3/2021 10:06,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,1171,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,62,1,0
study 3,study3_1084,2/2/2021 14:39,2/2/2021 14:50,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,0,65,0,0
study 3,study3_1085,2/2/2021 14:41,2/2/2021 15:27,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,46,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,59,0,1
study 3,study3_1086,2/2/2021 14:42,2/2/2021 14:49,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,49,1,1
study 3,study3_1087,2/2/2021 14:42,2/2/2021 14:51,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,62,1,1
study 3,study3_1088,2/2/2021 14:43,2/2/2021 15:59,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,76,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,51,1,1
study 3,study3_1089,2/2/2021 14:44,2/2/2021 14:52,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,63,1,1
study 3,study3_1090,2/2/2021 14:46,2/2/2021 15:07,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,21,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,62,1,0
study 3,study3_1091,2/2/2021 14:51,2/2/2021 15:00,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,56,1,0
study 3,study3_1092,2/2/2021 14:54,2/2/2021 15:00,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,6,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,51,1,0
study 3,study3_1093,2/2/2021 14:59,2/2/2021 15:23,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,24,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,61,1,1
study 3,study3_1094,2/2/2021 15:01,2/2/2021 15:11,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,57,1,1
study 3,study3_1095,2/2/2021 15:01,2/2/2021 15:13,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,58,1,1
study 3,study3_1096,2/2/2021 15:02,2/2/2021 15:09,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,1,48,1,0
study 3,study3_1097,2/2/2021 15:03,2/2/2021 15:12,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,54,1,0
study 3,study3_1098,2/2/2021 15:05,2/2/2021 15:46,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,41,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,51,0,1
study 3,study3_1099,2/2/2021 15:10,2/2/2021 16:24,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,73,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,59,1,0
study 3,study3_1100,2/2/2021 15:14,2/15/2021 15:30,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,18735,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,58,0,0
study 3,study3_1101,2/2/2021 15:18,2/2/2021 15:35,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,17,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,63,0,0
study 3,study3_1102,2/2/2021 15:20,2/2/2021 15:30,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,49,1,0
study 3,study3_1103,2/2/2021 15:26,2/2/2021 15:33,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,39,1,0
study 3,study3_1104,2/2/2021 15:28,2/3/2021 14:25,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,1376,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,62,1,1
study 3,study3_1105,2/2/2021 15:29,2/2/2021 15:36,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,64,1,1
study 3,study3_1106,2/2/2021 15:32,2/2/2021 15:41,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,59,1,1
study 3,study3_1107,2/2/2021 15:36,2/15/2021 9:55,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,18379,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,55,0,0
study 3,study3_1108,2/2/2021 15:53,2/2/2021 15:57,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,4,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,4,0,0,0,56,1,0
study 3,study3_1109,2/2/2021 15:55,2/2/2021 16:09,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,14,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,67,1,1
study 3,study3_1110,2/2/2021 16:00,2/2/2021 16:11,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,54,1,1
study 3,study3_1111,2/2/2021 16:01,2/2/2021 16:26,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,25,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,0,59,1,1
study 3,study3_1112,2/2/2021 16:01,2/2/2021 16:11,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,62,0,0
study 3,study3_1113,2/2/2021 16:01,2/2/2021 16:12,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,58,0,0
study 3,study3_1114,2/2/2021 16:06,2/2/2021 16:26,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,20,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,51,1,1
study 3,study3_1115,2/2/2021 16:08,2/2/2021 16:19,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,66,1,1
study 3,study3_1116,2/2/2021 16:14,2/2/2021 16:29,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,15,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,54,1,1
study 3,study3_1117,2/2/2021 16:15,2/2/2021 16:24,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,34,0,0
study 3,study3_1118,2/2/2021 16:19,2/2/2021 16:42,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,23,1,1. El Amrani,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,61,1,0
study 3,study3_1119,2/2/2021 16:40,2/15/2021 11:03,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,18384,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,4,0,0,0,65,1,1
study 3,study3_1120,2/2/2021 16:48,2/2/2021 16:59,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,61,1,1
study 3,study3_1121,2/2/2021 16:51,2/2/2021 17:01,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,45,1,1
study 3,study3_1122,2/2/2021 17:02,2/2/2021 17:12,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,61,0,1
study 3,study3_1123,2/2/2021 17:04,2/2/2021 17:14,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,61,0,0
study 3,study3_1124,2/2/2021 17:05,2/2/2021 17:20,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,14,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,42,1,0
study 3,study3_1125,2/2/2021 17:07,2/15/2021 11:26,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,18379,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,6,0,0,0,63,1,0
study 3,study3_1126,2/2/2021 17:10,2/2/2021 17:18,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,59,1,0
study 3,study3_1127,2/2/2021 17:11,2/2/2021 17:26,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,15,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,44,1,1
study 3,study3_1128,2/2/2021 17:13,2/2/2021 17:21,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,65,1,1
study 3,study3_1129,2/2/2021 17:52,2/2/2021 18:05,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,13,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,4,0,1,0,55,1,0
study 3,study3_1130,2/2/2021 18:03,2/15/2021 17:23,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,18680,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,45,0,0
study 3,study3_1131,2/2/2021 18:08,2/2/2021 18:17,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,57,1,1
study 3,study3_1132,2/2/2021 18:09,2/2/2021 18:20,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,48,0,0
study 3,study3_1133,2/2/2021 18:21,2/15/2021 9:57,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,18216,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,51,0,1
study 3,study3_1134,2/2/2021 18:23,2/2/2021 18:27,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,4,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,1,46,0,0
study 3,study3_1135,2/2/2021 18:35,2/2/2021 18:39,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,4,1,1. El Amrani,4,1,1. Select teacher with lowest ILE score,0,1,4,1,1,0,57,1,1
study 3,study3_1136,2/2/2021 18:43,2/2/2021 18:57,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,14,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,0,53,0,1
study 3,study3_1137,2/2/2021 18:45,2/3/2021 23:11,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,1706,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,44,1,0
study 3,study3_1138,2/2/2021 18:55,2/3/2021 12:01,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,1026,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,67,0,1
study 3,study3_1139,2/2/2021 19:08,2/2/2021 19:20,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,13,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,56,1,1
study 3,study3_1140,2/2/2021 19:10,2/2/2021 19:14,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,3,2,2. Jansen,6,0,3. Other selection,0,0,8,0,0,0,57,1,0
study 3,study3_1141,2/2/2021 19:26,2/2/2021 19:39,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,13,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,60,1,1
study 3,study3_1142,2/2/2021 19:32,2/2/2021 19:46,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,14,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,43,1,1
study 3,study3_1143,2/2/2021 19:44,2/2/2021 20:09,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,26,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,56,1,1
study 3,study3_1144,2/2/2021 19:44,2/2/2021 19:52,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,55,1,1
study 3,study3_1145,2/2/2021 19:45,2/2/2021 19:54,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,55,1,1
study 3,study3_1146,2/2/2021 19:53,2/2/2021 20:05,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,58,1,0
study 3,study3_1147,2/2/2021 20:01,2/2/2021 20:15,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,14,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,8,1,1,0,51,1,1
study 3,study3_1148,2/2/2021 20:09,2/15/2021 10:33,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,18144,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,54,1,0
study 3,study3_1149,2/2/2021 20:16,2/2/2021 20:34,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,18,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,40,1,1
study 3,study3_1150,2/2/2021 20:36,2/2/2021 20:43,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,62,1,1
study 3,study3_1151,2/2/2021 20:42,2/2/2021 20:50,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,53,0,1
study 3,study3_1152,2/2/2021 20:45,2/2/2021 20:52,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,59,1,0
study 3,study3_1153,2/2/2021 20:47,2/2/2021 20:57,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,51,NA,1
study 3,study3_1154,2/2/2021 21:06,2/2/2021 21:16,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,62,1,0
study 3,study3_1155,2/2/2021 21:19,2/2/2021 21:47,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,28,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,52,1,1
study 3,study3_1156,2/2/2021 21:23,2/2/2021 21:33,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,65,1,0
study 3,study3_1157,2/2/2021 21:27,2/2/2021 21:57,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,30,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,43,1,0
study 3,study3_1158,2/2/2021 21:51,2/2/2021 22:00,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,54,1,0
study 3,study3_1159,2/2/2021 22:04,2/2/2021 22:11,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,48,1,1
study 3,study3_1160,2/2/2021 22:08,2/2/2021 22:22,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,15,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,46,1,1
study 3,study3_1161,2/2/2021 22:15,2/2/2021 22:37,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,22,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,57,1,1
study 3,study3_1162,2/2/2021 22:22,2/2/2021 22:44,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,22,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,44,1,1
study 3,study3_1163,2/2/2021 22:22,2/2/2021 22:30,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,60,1,0
