study,participant.id,start.date,end.date,IMC,excluded,excluded.selective,advice,advice.algorithm,moroccan.teacher.cond,moroccan.teacher.cond.lab,moroccan.teacher.cond.bi,moroccan.teacher.cond.bi.lab,timer.minutes,decision,decision.lab,score.teacher.selected,follow.advice,decision.comb,man.check.advice,man.check.evaluation,score.teacher.selected.guess,man.check.score.exact,man.check.score,female,age,high.education,income,familiarity.algorithms.gov,congruence.lab
study 2,study2_927,03-04-20 9:29,03-04-20 9:38,0,1,0,algorithm,1,0,0 none,0,Dutch teacher,8.97,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,4,0,0,0,22,0,4,0,1.high
study 2,study2_928,03-04-20 9:37,03-04-20 9:40,0,1,1,human,0,0,0 none,0,Dutch teacher,2.65,2,M.S. Jansen,6,0,3. Other selection,1,0,6,1,0,0,33,1,3,NA,2.low
study 2,study2_929,03-04-20 9:32,03-04-20 9:40,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,8.1,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,0,0,0,0,60,0,1,1,2.low
study 2,study2_930,03-04-20 9:34,03-04-20 9:40,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,6.03,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,50,0,1,0,1.high
study 2,study2_931,03-04-20 9:36,03-04-20 9:41,0,1,0,algorithm,1,0,0 none,0,Dutch teacher,4.87,2,M.S. Jansen,6,0,3. Other selection,0,0,6,1,0,0,29,0,3,1,2.low
study 2,study2_932,03-04-20 9:32,03-04-20 9:42,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,10.27,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,60,1,3,0,1.high
study 2,study2_933,03-04-20 9:33,03-04-20 9:42,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,9.28,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,0,1,21,0,1,0,1.high
study 2,study2_934,03-04-20 9:35,03-04-20 9:43,0,1,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,8.23,1,A. Verhagen,8,0,3. Other selection,0,1,7,0,1,1,72,0,1,0,1.high
study 2,study2_935,03-04-20 9:37,03-04-20 9:43,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,5.63,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,19,0,3,0,2.low
study 2,study2_936,03-04-20 9:36,03-04-20 9:43,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7.78,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,0,0,0,0,61,0,3,0,2.low
study 2,study2_937,03-04-20 9:35,03-04-20 9:45,1,0,0,human,0,0,0 none,0,Dutch teacher,10.3,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,5,0,0,1,66,0,2,NA,2.low
study 2,study2_938,03-04-20 9:36,03-04-20 9:45,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,9.07,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,70,1,4,0,1.high
study 2,study2_939,03-04-20 9:34,03-04-20 9:47,1,0,0,human,0,0,0 none,0,Dutch teacher,12.33,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,0,1,45,1,2,NA,1.high
study 2,study2_940,03-04-20 9:33,03-04-20 9:50,0,1,1,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,17.12,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,1,54,0,1,NA,2.low
study 2,study2_941,03-04-20 9:36,03-04-20 9:56,1,0,0,human,0,0,0 none,0,Dutch teacher,20.02,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,51,1,1,NA,2.low
study 2,study2_942,03-04-20 10:18,03-04-20 10:23,0,1,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,4.72,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,0,0,43,0,3,0,1.high
study 2,study2_943,03-04-20 10:18,03-04-20 10:28,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,9.63,2,F. El Amrani,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,0,67,0,4,1,1.high
study 2,study2_944,03-04-20 10:18,03-04-20 10:29,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,11.63,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,78,0,4,0,1.high
study 2,study2_945,03-04-20 10:18,03-04-20 10:31,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,13.58,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,64,1,1,0,2.low
study 2,study2_946,03-04-20 10:18,03-04-20 10:43,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,24.9,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,60,0,1,0,2.low
study 2,study2_947,03-04-20 11:19,03-04-20 11:23,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,3.98,2,F. El Amrani,4,1,1. Select teacher with lowest ILE score,0,0,6,0,1,0,19,1,2,0,1.high
study 2,study2_948,03-04-20 11:18,03-04-20 11:23,1,0,0,human,0,0,0 none,0,Dutch teacher,5.03,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,1,22,1,1,NA,2.low
study 2,study2_949,03-04-20 11:20,03-04-20 11:25,0,1,0,human,0,0,0 none,0,Dutch teacher,5.32,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,24,1,1,NA,2.low
study 2,study2_950,03-04-20 11:19,03-04-20 11:26,1,0,1,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,6.37,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,24,1,1,NA,2.low
study 2,study2_951,03-04-20 11:19,03-04-20 11:29,1,0,0,human,0,0,0 none,0,Dutch teacher,10.05,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,4,0,0,0,75,0,5,NA,2.low
study 2,study2_952,03-04-20 11:39,03-04-20 11:51,1,0,1,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,12.72,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,43,0,3,0,1.high
study 2,study2_953,03-04-20 11:40,03-04-20 11:55,1,0,0,human,0,0,0 none,0,Dutch teacher,15.1,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,76,1,5,NA,1.high
study 2,study2_954,03-04-20 17:07,03-04-20 17:10,0,1,0,algorithm,1,0,0 none,0,Dutch teacher,2.95,2,M.S. Jansen,6,0,3. Other selection,1,0,8,0,0,0,56,1,4,0,2.low
study 2,study2_955,03-04-20 17:09,03-04-20 17:13,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,4.95,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,0,0,60,0,5,NA,1.high
study 2,study2_956,03-04-20 17:11,03-04-20 17:14,1,1,0,algorithm,1,0,0 none,0,Dutch teacher,2.98,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,10,0,0,0,35,1,5,1,1.high
study 2,study2_957,03-04-20 17:09,03-04-20 17:15,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,6.57,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,66,0,4,NA,1.high
study 2,study2_958,03-04-20 17:10,03-04-20 17:16,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,5.85,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,0,0,49,1,5,0,1.high
study 2,study2_959,03-04-20 17:09,03-04-20 17:16,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,6.48,2,F. El Amrani,4,1,1. Select teacher with lowest ILE score,1,0,6,0,1,0,73,0,3,NA,1.high
study 2,study2_960,03-04-20 17:13,03-04-20 17:16,0,1,0,algorithm,1,0,0 none,0,Dutch teacher,3,2,M.S. Jansen,4,1,1. Select teacher with lowest ILE score,1,1,6,0,0,0,33,1,4,1,1.high
study 2,study2_961,03-04-20 17:10,03-04-20 17:16,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,6.27,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,54,1,4,1,2.low
study 2,study2_962,03-04-20 17:08,03-04-20 17:16,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7.93,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,64,0,1,0,2.low
study 2,study2_963,03-04-20 17:06,03-04-20 17:17,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,10.62,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,54,0,4,0,1.high
study 2,study2_964,03-04-20 17:16,03-04-20 17:18,0,1,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,2.8,2,M.S. Jansen,6,0,3. Other selection,0,0,8,0,0,0,29,1,3,1,2.low
study 2,study2_965,03-04-20 17:14,03-04-20 17:19,0,1,0,algorithm,1,0,0 none,0,Dutch teacher,4.18,2,M.S. Jansen,6,0,3. Other selection,1,0,3,0,1,0,30,0,3,0,2.low
study 2,study2_966,03-04-20 17:11,03-04-20 17:20,1,0,0,human,0,0,0 none,0,Dutch teacher,8.57,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,63,0,3,NA,2.low
study 2,study2_967,03-04-20 17:11,03-04-20 17:21,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,10.27,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,8,1,1,0,35,1,4,0,2.low
study 2,study2_968,03-04-20 17:11,03-04-20 17:21,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,10.15,2,F. El Amrani,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,64,0,3,1,1.high
study 2,study2_969,03-04-20 17:12,03-04-20 17:21,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,8.87,2,M.S. Jansen,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,0,63,1,4,1,1.high
study 2,study2_970,03-04-20 17:12,03-04-20 17:22,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,10.57,1,A. Verhagen,8,0,3. Other selection,1,0,6,0,0,0,53,0,5,0,1.high
study 2,study2_971,03-04-20 17:15,03-04-20 17:22,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7.33,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,67,0,5,0,2.low
study 2,study2_972,03-04-20 17:15,03-04-20 17:22,1,0,1,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7.12,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,48,1,5,NA,2.low
study 2,study2_973,03-04-20 17:14,03-04-20 17:24,0,1,1,human,0,0,0 none,0,Dutch teacher,9.47,2,M.S. Jansen,4,1,1. Select teacher with lowest ILE score,0,0,7,0,0,0,82,0,3,NA,1.high
study 2,study2_974,03-04-20 17:16,03-04-20 17:24,0,1,0,human,0,0,0 none,0,Dutch teacher,7.73,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,66,1,4,NA,2.low
study 2,study2_975,03-04-20 17:17,03-04-20 17:25,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,8.62,1,A. Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,4,1,1,0,69,1,2,0,2.low
study 2,study2_976,03-04-20 17:22,03-04-20 17:26,0,1,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,4.02,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,30,1,4,NA,2.low
study 2,study2_977,03-04-20 17:22,03-04-20 17:26,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,4.02,2,F. El Amrani,4,1,1. Select teacher with lowest ILE score,1,0,3,0,1,1,54,0,2,NA,1.high
study 2,study2_978,03-04-20 17:23,03-04-20 17:27,0,1,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,3.87,1,F. El Amrani,4,1,1. Select teacher with lowest ILE score,1,1,7,0,0,0,81,1,1,1,2.low
study 2,study2_979,03-04-20 17:24,03-04-20 17:27,0,1,0,algorithm,1,0,0 none,0,Dutch teacher,2.68,2,M.S. Jansen,4,1,1. Select teacher with lowest ILE score,0,0,8,0,1,1,26,0,4,0,1.high
study 2,study2_980,03-04-20 17:25,03-04-20 17:27,0,1,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,2.5,1,A. Verhagen,8,0,3. Other selection,0,0,7,0,0,1,29,NA,1,NA,1.high
study 2,study2_981,03-04-20 17:09,03-04-20 17:28,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,18.85,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,3,0,0,0,71,1,4,0,2.low
study 2,study2_982,03-04-20 17:21,03-04-20 17:29,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,8.07,2,M.S. Jansen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,64,1,4,1,1.high
study 2,study2_983,03-04-20 17:21,03-04-20 17:29,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,8.23,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,0,73,0,3,NA,1.high
study 2,study2_984,03-04-20 17:22,03-04-20 17:30,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,7.65,2,M.S. Jansen,6,0,3. Other selection,0,1,6,1,1,1,61,0,3,0,2.low
study 2,study2_985,03-04-20 17:25,03-04-20 17:31,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,6.87,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,20,1,1,NA,1.high
study 2,study2_986,03-04-20 17:26,03-04-20 17:32,1,0,1,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,5.68,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,1,20,1,2,1,1.high
study 2,study2_987,03-04-20 17:30,03-04-20 17:32,1,1,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,2.5,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,0,22,1,5,NA,1.high
study 2,study2_988,03-04-20 17:23,03-04-20 17:33,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9.4,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,1,22,0,1,1,2.low
study 2,study2_989,03-04-20 17:29,03-04-20 17:33,1,0,1,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,3.62,1,A. Verhagen,8,0,3. Other selection,0,1,8,1,1,0,55,0,4,NA,1.high
study 2,study2_990,03-04-20 17:27,03-04-20 17:34,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,6.75,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,6,0,0,0,69,0,2,NA,2.low
study 2,study2_991,03-04-20 17:23,03-04-20 17:34,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,10.87,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,64,1,5,0,1.high
study 2,study2_992,03-04-20 17:28,03-04-20 17:34,0,1,0,human,0,0,0 none,0,Dutch teacher,6.22,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,71,1,3,NA,2.low
study 2,study2_993,03-04-20 17:32,03-04-20 17:35,0,1,1,algorithm,1,0,0 none,0,Dutch teacher,2.43,2,M.S. Jansen,4,1,1. Select teacher with lowest ILE score,0,0,10,0,1,0,98,0,3,1,1.high
study 2,study2_994,03-04-20 17:30,03-04-20 17:35,0,1,0,human,0,0,0 none,0,Dutch teacher,4.75,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,1,25,0,1,NA,2.low
study 2,study2_995,03-04-20 17:30,03-04-20 17:35,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,4.3,1,F. El Amrani,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,1,52,0,3,NA,2.low
study 2,study2_996,03-04-20 17:29,03-04-20 17:35,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,5.92,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,43,1,3,0,2.low
study 2,study2_997,03-04-20 17:26,03-04-20 17:35,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,9.4,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,49,1,5,NA,1.high
study 2,study2_998,03-04-20 17:30,03-04-20 17:35,1,0,0,human,0,0,0 none,0,Dutch teacher,4.67,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,23,1,1,NA,1.high
study 2,study2_999,03-04-20 17:18,03-04-20 17:35,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,17.3,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,0,0,78,NA,2,NA,2.low
study 2,study2_1000,03-04-20 17:27,03-04-20 17:36,1,0,0,human,0,0,0 none,0,Dutch teacher,8.72,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,63,0,1,NA,1.high
study 2,study2_1001,03-04-20 17:30,03-04-20 17:36,1,0,1,algorithm,1,0,0 none,0,Dutch teacher,5.8,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,6,0,0,0,26,1,4,0,2.low
study 2,study2_1002,03-04-20 17:34,03-04-20 17:36,0,1,0,human,0,0,0 none,0,Dutch teacher,2.07,2,M.S. Jansen,6,0,3. Other selection,0,0,8,0,0,0,46,0,4,NA,2.low
study 2,study2_1003,03-04-20 17:28,03-04-20 17:36,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8.48,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,1,63,0,5,0,2.low
study 2,study2_1004,03-04-20 17:32,03-04-20 17:36,0,1,1,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,3.92,2,F. El Amrani,4,1,1. Select teacher with lowest ILE score,0,0,4,1,1,0,88,0,4,1,1.high
study 2,study2_1005,03-04-20 17:24,03-04-20 17:36,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,12,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,47,0,3,NA,2.low
study 2,study2_1006,03-04-20 17:34,03-04-20 17:36,0,1,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,2.37,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,7,0,0,1,46,0,5,NA,2.low
study 2,study2_1007,03-04-20 17:31,03-04-20 17:37,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,5.98,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,1,25,1,5,0,2.low
study 2,study2_1008,03-04-20 17:26,03-04-20 17:37,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,10.48,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,1,0,69,0,3,0,1.high
study 2,study2_1009,03-04-20 17:29,03-04-20 17:37,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7.75,2,M.S. Jansen,6,0,3. Other selection,0,0,6,1,1,1,72,0,3,0,2.low
study 2,study2_1010,03-04-20 17:29,03-04-20 17:37,1,0,0,human,0,0,0 none,0,Dutch teacher,8.22,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,30,1,3,NA,1.high
study 2,study2_1011,03-04-20 17:28,03-04-20 17:37,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9.7,1,F. El Amrani,4,1,1. Select teacher with lowest ILE score,1,1,8,0,0,1,61,0,2,0,2.low
study 2,study2_1012,03-04-20 17:28,03-04-20 17:37,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9.37,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,1,76,1,1,0,2.low
study 2,study2_1013,03-04-20 17:27,03-04-20 17:38,1,0,0,human,0,0,0 none,0,Dutch teacher,11.07,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,36,NA,1,NA,2.low
study 2,study2_1014,03-04-20 17:36,03-04-20 17:38,0,1,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,1.6,2,M.S. Jansen,6,0,3. Other selection,0,0,2,0,0,1,49,0,3,NA,2.low
study 2,study2_1015,03-04-20 17:29,03-04-20 17:38,1,0,0,human,0,0,0 none,0,Dutch teacher,8.97,1,A. Verhagen,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,0,63,0,4,NA,2.low
study 2,study2_1016,03-04-20 17:35,03-04-20 17:38,0,1,0,algorithm,1,0,0 none,0,Dutch teacher,3.85,2,M.S. Jansen,6,0,3. Other selection,0,1,6,1,1,0,49,0,3,0,2.low
study 2,study2_1017,03-04-20 17:32,03-04-20 17:39,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,6.58,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,60,1,5,0,1.high
study 2,study2_1018,03-04-20 17:29,03-04-20 17:39,0,1,0,human,0,0,0 none,0,Dutch teacher,10.08,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,7,0,0,1,53,1,4,NA,1.high
study 2,study2_1019,03-04-20 17:11,03-04-20 17:39,1,0,1,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,27.57,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,57,0,1,NA,2.low
study 2,study2_1020,03-04-20 17:30,03-04-20 17:39,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,9.1,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,52,1,4,0,1.high
study 2,study2_1021,03-04-20 17:32,03-04-20 17:39,1,0,0,human,0,0,0 none,0,Dutch teacher,7.18,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,0,1,52,1,2,NA,1.high
study 2,study2_1022,03-04-20 17:28,03-04-20 17:40,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,11.13,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,0,38,0,2,1,1.high
study 2,study2_1023,03-04-20 17:29,03-04-20 17:40,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,10.92,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,63,1,1,0,1.high
study 2,study2_1024,03-04-20 17:33,03-04-20 17:40,1,0,0,human,0,0,0 none,0,Dutch teacher,6.33,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,1,26,0,1,NA,2.low
study 2,study2_1025,03-04-20 17:30,03-04-20 17:40,1,0,0,human,0,0,0 none,0,Dutch teacher,9.63,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,59,0,3,NA,2.low
study 2,study2_1026,03-04-20 17:34,03-04-20 17:40,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,6.22,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,0,1,51,0,2,NA,1.high
study 2,study2_1027,03-04-20 17:36,03-04-20 17:40,1,0,1,human,0,0,0 none,0,Dutch teacher,4.43,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,23,1,1,NA,2.low
study 2,study2_1028,03-04-20 17:30,03-04-20 17:40,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10.92,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,1,21,1,2,NA,2.low
study 2,study2_1029,03-04-20 17:27,03-04-20 17:41,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,13.32,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,65,1,1,1,1.high
study 2,study2_1030,03-04-20 17:31,03-04-20 17:41,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,9.42,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,43,0,1,0,1.high
study 2,study2_1031,03-04-20 17:30,03-04-20 17:41,1,0,1,human,0,0,0 none,0,Dutch teacher,10.6,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,73,0,2,NA,1.high
study 2,study2_1032,03-04-20 17:33,03-04-20 17:41,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,8.38,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,0,52,0,3,1,1.high
study 2,study2_1033,03-04-20 17:33,03-04-20 17:41,1,0,0,human,0,0,0 none,0,Dutch teacher,7.68,1,A. Verhagen,8,0,3. Other selection,1,1,8,1,1,0,68,0,5,NA,1.high
study 2,study2_1034,03-04-20 17:28,03-04-20 17:42,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,13.57,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,25,1,3,NA,1.high
study 2,study2_1035,03-04-20 17:36,03-04-20 17:42,1,0,0,human,0,0,0 none,0,Dutch teacher,5.67,2,M.S. Jansen,4,1,1. Select teacher with lowest ILE score,0,0,4,1,1,1,26,1,2,NA,1.high
