study,participant.id,start.date,end.date,IMC,excluded,advice,advice.algorithm,timer.minutes,decision,decision.lab,score.teacher.selected,follow.advice,decision.comb,man.check.advice,man.check.evaluation,score.teacher.selected.guess,man.check.score.exact,man.check.score,female,age,high.education,income,teacher.order,familiarity.algorithms.gov,congruence.lab
study 1,study1_359,14-02-20 12:23,14-02-20 12:25,0,1,algorithm,1,2.53,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,1,0,8,0,1,1,23,1,3,Jansen-Verhagen-den Heijer,1,3.low
study 1,study1_360,14-02-20 12:19,14-02-20 12:26,1,0,human,0,6.6,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,48,0,2,Verhagen-Jansen-den Heijer,NA,1.high
study 1,study1_361,14-02-20 12:01,14-02-20 12:26,1,0,algorithm,1,25,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,10,0,0,1,28,1,1,den Heijer-Jansen-Verhagen,0,3.low
study 1,study1_362,14-02-20 12:25,14-02-20 12:28,0,1,algorithm,1,2.67,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,4,1,1,0,42,1,4,Jansen-Verhagen-den Heijer,0,2.medium
study 1,study1_363,14-02-20 12:26,14-02-20 12:30,1,0,algorithm,1,4.15,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,0,0,51,1,4,Jansen-den Heijer-Verhagen,1,3.low
study 1,study1_364,14-02-20 12:25,14-02-20 12:31,1,0,algorithm,1,5.1,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,0,1,47,0,3,Jansen-Verhagen-den Heijer,0,2.medium
study 1,study1_365,14-02-20 12:23,14-02-20 12:35,1,0,algorithm,1,11.97,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,55,1,5,Verhagen-Jansen-den Heijer,1,1.high
study 1,study1_366,14-02-20 12:30,14-02-20 12:36,1,0,human,0,5.27,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,47,0,2,den Heijer-Jansen-Verhagen,NA,1.high
study 1,study1_367,14-02-20 12:23,14-02-20 12:36,1,0,human,0,13.5,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,8,1,1,0,65,1,3,Jansen-Verhagen-den Heijer,NA,3.low
study 1,study1_368,14-02-20 12:34,14-02-20 12:41,1,0,human,0,7.3,1,1.Verhagen,8,0,3. Other selection,1,1,8,1,1,1,68,0,5,Jansen-Verhagen-den Heijer,NA,1.high
study 1,study1_369,14-02-20 12:30,14-02-20 12:43,1,0,human,0,13.45,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,39,1,1,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_370,14-02-20 12:34,14-02-20 12:47,1,0,algorithm,1,13.1,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,58,1,5,Jansen-den Heijer-Verhagen,0,3.low
study 1,study1_371,14-02-20 12:45,14-02-20 12:50,1,0,algorithm,1,4.85,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,1,8,0,0,0,61,0,3,Jansen-den Heijer-Verhagen,0,3.low
study 1,study1_372,14-02-20 12:43,14-02-20 12:50,0,1,algorithm,1,7.45,2,2.Jansen,8,0,3. Other selection,1,0,8,1,0,0,22,0,2,Jansen-den Heijer-Verhagen,0,2.medium
study 1,study1_373,14-02-20 12:45,14-02-20 12:51,1,0,human,0,5.68,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,0,0,1,0,70,0,3,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_374,14-02-20 12:46,14-02-20 12:52,1,0,human,0,5.9,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,0,1,57,0,2,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_375,14-02-20 12:34,14-02-20 12:53,1,0,algorithm,1,18.77,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,0,73,0,4,Jansen-den Heijer-Verhagen,1,3.low
study 1,study1_376,14-02-20 12:48,14-02-20 12:55,1,0,human,0,7.47,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,7,0,0,0,64,1,1,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_377,14-02-20 12:49,14-02-20 12:55,1,0,human,0,6.5,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,27,1,1,Verhagen-Jansen-den Heijer,NA,3.low
study 1,study1_378,14-02-20 12:48,14-02-20 12:56,1,0,human,0,8.02,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,70,0,3,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_379,14-02-20 12:50,14-02-20 12:57,1,0,algorithm,1,7.25,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,33,0,2,Verhagen-Jansen-den Heijer,0,1.high
study 1,study1_380,14-02-20 12:54,14-02-20 13:01,1,0,algorithm,1,7.38,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,0,1,33,1,1,Jansen-Verhagen-den Heijer,0,1.high
study 1,study1_381,14-02-20 12:57,14-02-20 13:02,1,0,human,0,4.52,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,0,1,44,1,1,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_382,14-02-20 13:01,14-02-20 13:04,0,1,human,0,3.47,2,2.Jansen,8,0,3. Other selection,0,0,5,0,0,0,29,0,3,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_383,14-02-20 12:54,14-02-20 13:06,1,0,algorithm,1,12.52,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,1,35,0,1,Jansen-Verhagen-den Heijer,0,3.low
study 1,study1_384,14-02-20 12:50,14-02-20 13:07,1,0,algorithm,1,16.65,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,62,1,3,Verhagen-Jansen-den Heijer,1,1.high
study 1,study1_385,14-02-20 12:14,14-02-20 13:08,0,1,algorithm,1,54.42,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,0,75,0,4,Verhagen-Jansen-den Heijer,0,3.low
study 1,study1_386,14-02-20 12:59,14-02-20 13:09,1,0,algorithm,1,10.45,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,25,1,2,Verhagen-Jansen-den Heijer,0,1.high
study 1,study1_387,14-02-20 13:03,14-02-20 13:10,1,0,algorithm,1,7.52,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,37,0,2,Jansen-den Heijer-Verhagen,0,2.medium
study 1,study1_388,14-02-20 13:03,14-02-20 13:11,1,0,algorithm,1,7.88,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,62,0,3,Jansen-den Heijer-Verhagen,0,3.low
study 1,study1_389,14-02-20 13:03,14-02-20 13:16,1,0,human,0,13.12,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,1,0,21,0,1,Verhagen-Jansen-den Heijer,NA,1.high
study 1,study1_390,14-02-20 13:13,14-02-20 13:17,0,1,algorithm,1,3.92,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,4,0,0,0,48,0,3,Jansen-den Heijer-Verhagen,1,2.medium
study 1,study1_391,14-02-20 13:19,14-02-20 13:22,0,1,human,0,2.68,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,4,0,1,1,60,0,1,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_392,14-02-20 11:19,14-02-20 13:24,1,0,algorithm,1,125.1,2,2.Jansen,8,0,3. Other selection,1,1,8,1,1,1,52,0,2,Jansen-Verhagen-den Heijer,0,2.medium
study 1,study1_393,14-02-20 13:22,14-02-20 13:25,1,0,algorithm,1,3.53,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,27,1,4,Jansen-Verhagen-den Heijer,0,3.low
study 1,study1_394,14-02-20 13:22,14-02-20 13:25,0,1,human,0,3.55,2,2.Jansen,6,0,3. Other selection,1,0,5,0,0,1,27,1,2,Verhagen-Jansen-den Heijer,NA,3.low
study 1,study1_395,14-02-20 13:15,14-02-20 13:26,1,0,algorithm,1,10.9,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,1,4,1,0,1,29,0,3,den Heijer-Jansen-Verhagen,0,3.low
study 1,study1_396,14-02-20 13:21,14-02-20 13:28,1,0,human,0,7.18,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,0,0,67,0,4,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_397,14-02-20 13:19,14-02-20 13:29,1,0,algorithm,1,9.42,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,0,1,54,0,1,Verhagen-Jansen-den Heijer,0,2.medium
study 1,study1_398,14-02-20 13:13,14-02-20 13:30,1,0,algorithm,1,17.42,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,77,0,1,den Heijer-Jansen-Verhagen,0,2.medium
study 1,study1_399,14-02-20 13:13,14-02-20 13:33,1,0,human,0,19.88,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,0,73,0,2,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_400,14-02-20 13:24,14-02-20 13:33,1,0,human,0,9.47,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,60,1,5,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_401,14-02-20 13:32,14-02-20 13:36,1,0,algorithm,1,4.13,2,2.Jansen,6,0,3. Other selection,0,0,7,0,0,0,24,1,2,Verhagen-Jansen-den Heijer,0,3.low
study 1,study1_402,14-02-20 13:32,14-02-20 13:36,1,0,human,0,4.05,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,0,0,4,1,0,0,50,0,4,Verhagen-Jansen-den Heijer,NA,1.high
study 1,study1_403,14-02-20 13:21,14-02-20 13:37,1,0,human,0,16.03,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,1,66,0,1,den Heijer-Jansen-Verhagen,NA,3.low
study 1,study1_404,14-02-20 13:28,14-02-20 13:37,1,0,algorithm,1,9.3,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,70,0,1,Jansen-den Heijer-Verhagen,0,3.low
study 1,study1_405,14-02-20 13:35,14-02-20 13:39,0,1,human,0,4,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,5,0,0,1,39,0,3,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_406,14-02-20 13:28,14-02-20 13:41,1,0,human,0,12.9,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,0,0,78,0,2,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_407,14-02-20 13:30,14-02-20 13:41,1,0,algorithm,1,11.18,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,0,0,1,1,70,NA,1,Jansen-Verhagen-den Heijer,0,1.high
study 1,study1_408,14-02-20 13:35,14-02-20 13:44,1,0,human,0,8.35,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,48,0,1,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_409,14-02-20 12:25,14-02-20 13:49,1,0,human,0,83.93,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,1,0,8,0,0,0,43,0,4,Verhagen-Jansen-den Heijer,NA,1.high
study 1,study1_410,14-02-20 14:38,14-02-20 14:42,1,0,algorithm,1,4.68,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,1,20,0,3,Jansen-den Heijer-Verhagen,0,1.high
study 1,study1_411,14-02-20 14:40,14-02-20 14:42,0,1,algorithm,1,2.37,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,1,9,0,1,0,28,0,5,den Heijer-Jansen-Verhagen,1,3.low
study 1,study1_412,14-02-20 14:40,14-02-20 14:47,1,0,human,0,6.82,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,66,0,3,Jansen-Verhagen-den Heijer,NA,3.low
study 1,study1_413,14-02-20 14:42,14-02-20 14:48,1,0,algorithm,1,5.58,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,70,0,2,Jansen-den Heijer-Verhagen,0,2.medium
study 1,study1_414,14-02-20 14:44,14-02-20 14:48,1,0,algorithm,1,3.88,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,32,1,3,Verhagen-Jansen-den Heijer,0,1.high
study 1,study1_415,14-02-20 14:44,14-02-20 14:49,0,1,human,0,5.13,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,7,0,0,0,30,1,3,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_416,14-02-20 14:47,14-02-20 14:50,1,1,human,0,2.4,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,6,0,0,1,20,0,3,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_417,14-02-20 14:40,14-02-20 14:51,1,0,human,0,10.72,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,0,0,63,0,3,Verhagen-Jansen-den Heijer,NA,1.high
study 1,study1_418,14-02-20 14:49,14-02-20 14:52,0,1,human,0,3.4,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,2,0,0,0,25,1,3,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_419,14-02-20 14:51,14-02-20 14:54,0,1,algorithm,1,2.38,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,7,0,0,0,47,0,3,Jansen-den Heijer-Verhagen,0,3.low
study 1,study1_420,14-02-20 14:47,14-02-20 14:54,1,0,human,0,7.35,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,1,20,1,1,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_421,14-02-20 14:52,14-02-20 14:54,1,1,algorithm,1,2.67,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,1,22,0,3,Jansen-Verhagen-den Heijer,0,1.high
study 1,study1_422,14-02-20 14:44,14-02-20 14:54,1,0,algorithm,1,10.15,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,0,67,1,4,Jansen-Verhagen-den Heijer,0,1.high
study 1,study1_423,14-02-20 14:53,14-02-20 14:55,0,1,algorithm,1,2.12,1,1.Verhagen,8,0,3. Other selection,0,1,6,0,0,0,19,1,3,Verhagen-Jansen-den Heijer,0,1.high
study 1,study1_424,14-02-20 14:47,14-02-20 14:55,1,0,human,0,8.3,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,51,1,3,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_425,14-02-20 14:47,14-02-20 14:56,1,0,algorithm,1,9.27,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,4,1,1,1,38,0,2,Jansen-den Heijer-Verhagen,1,3.low
study 1,study1_426,14-02-20 14:44,14-02-20 14:56,1,0,algorithm,1,11.88,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,1,0,6,0,0,0,64,1,4,Jansen-den Heijer-Verhagen,0,2.medium
study 1,study1_427,14-02-20 14:53,14-02-20 14:57,0,1,human,0,4.28,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,6,0,0,0,40,0,3,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_428,14-02-20 14:51,14-02-20 14:57,1,0,algorithm,1,6.35,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,0,42,0,4,Jansen-den Heijer-Verhagen,1,2.medium
study 1,study1_429,14-02-20 14:53,14-02-20 14:59,1,0,algorithm,1,6.7,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,1,65,0,2,Jansen-den Heijer-Verhagen,0,3.low
study 1,study1_430,14-02-20 14:53,14-02-20 15:00,1,0,human,0,7.52,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,6,0,0,1,51,1,4,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_431,14-02-20 14:55,14-02-20 15:01,1,0,human,0,5.82,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,1,57,1,2,Verhagen-Jansen-den Heijer,NA,3.low
study 1,study1_432,14-02-20 14:55,14-02-20 15:03,1,0,human,0,8.27,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,0,0,64,1,2,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_433,14-02-20 14:53,14-02-20 15:04,1,0,human,0,10.82,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,22,1,4,Jansen-Verhagen-den Heijer,NA,1.high
study 1,study1_434,14-02-20 15:02,14-02-20 15:05,0,1,algorithm,1,2.88,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,1,0,5,0,1,1,37,0,2,Verhagen-Jansen-den Heijer,1,1.high
study 1,study1_435,14-02-20 15:04,14-02-20 15:05,0,1,human,0,1.73,2,2.Jansen,6,0,3. Other selection,1,0,9,0,0,0,44,0,3,den Heijer-Jansen-Verhagen,NA,3.low
study 1,study1_436,14-02-20 15:04,14-02-20 15:06,0,1,human,0,2.7,1,1.Verhagen,8,0,3. Other selection,1,0,6,0,0,0,25,1,3,Verhagen-Jansen-den Heijer,NA,1.high
study 1,study1_437,14-02-20 14:51,14-02-20 15:09,1,0,algorithm,1,18.18,2,2.Jansen,8,0,3. Other selection,1,1,6,0,0,0,49,1,4,den Heijer-Jansen-Verhagen,0,2.medium
study 1,study1_438,14-02-20 15:04,14-02-20 15:11,1,0,algorithm,1,7.2,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,36,1,4,den Heijer-Jansen-Verhagen,0,2.medium
study 1,study1_439,14-02-20 15:09,14-02-20 15:11,0,1,algorithm,1,2.08,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,0,0,9,0,1,0,45,1,4,Jansen-den Heijer-Verhagen,0,1.high
study 1,study1_440,14-02-20 14:58,14-02-20 15:12,1,0,algorithm,1,14.25,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,0,1,27,1,1,Jansen-Verhagen-den Heijer,0,2.medium
study 1,study1_441,14-02-20 15:09,14-02-20 15:15,0,1,human,0,5.37,1,1.Verhagen,8,0,3. Other selection,1,1,8,1,1,1,32,0,2,den Heijer-Jansen-Verhagen,NA,1.high
study 1,study1_442,14-02-20 15:13,14-02-20 15:15,0,1,algorithm,1,2.05,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,7,0,0,0,47,0,3,Jansen-Verhagen-den Heijer,0,2.medium
study 1,study1_443,14-02-20 15:15,14-02-20 15:17,0,1,human,0,1.83,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,1,0,9,0,0,1,43,1,4,Jansen-Verhagen-den Heijer,NA,3.low
study 1,study1_444,14-02-20 15:11,14-02-20 15:18,1,0,human,0,6.98,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,1,8,0,0,0,62,0,2,Jansen-Verhagen-den Heijer,NA,3.low
study 1,study1_445,14-02-20 15:12,14-02-20 15:19,1,0,human,0,6.97,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,66,0,1,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_446,14-02-20 15:15,14-02-20 15:22,1,0,human,0,7.33,2,2.Jansen,6,0,3. Other selection,1,0,6,1,0,1,25,0,5,Jansen-Verhagen-den Heijer,NA,3.low
study 1,study1_447,14-02-20 15:16,14-02-20 15:25,1,0,human,0,8.83,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,40,0,3,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_448,14-02-20 15:16,14-02-20 15:34,1,0,algorithm,1,17.25,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,1,61,0,1,Jansen-Verhagen-den Heijer,1,3.low
study 1,study1_449,14-02-20 15:16,14-02-20 15:35,1,0,human,0,19.22,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,3,0,1,0,73,1,1,Jansen-Verhagen-den Heijer,NA,3.low
study 1,study1_450,14-02-20 15:30,14-02-20 15:39,1,0,human,0,9.37,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,68,1,4,den Heijer-Jansen-Verhagen,NA,1.high
study 1,study1_451,14-02-20 15:10,14-02-20 15:39,1,0,human,0,29.4,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,5,0,0,1,60,0,1,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_452,14-02-20 15:33,14-02-20 15:40,1,0,algorithm,1,7.02,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,28,0,2,Verhagen-Jansen-den Heijer,0,1.high
study 1,study1_453,14-02-20 15:18,14-02-20 15:41,1,0,human,0,22.98,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,1,1,66,0,3,Jansen-Verhagen-den Heijer,NA,1.high
study 1,study1_454,14-02-20 15:36,14-02-20 15:41,1,0,human,0,5.55,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,47,0,2,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_455,14-02-20 15:39,14-02-20 15:44,1,0,human,0,4.52,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,4,0,0,1,37,1,1,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_456,14-02-20 15:42,14-02-20 15:50,0,1,algorithm,1,8.5,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,1,51,0,1,Verhagen-Jansen-den Heijer,0,2.medium
study 1,study1_457,14-02-20 15:39,14-02-20 15:56,1,0,algorithm,1,16.22,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,52,0,1,Verhagen-Jansen-den Heijer,0,1.high
study 1,study1_458,14-02-20 15:42,14-02-20 15:56,1,0,algorithm,1,13.78,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,29,1,1,Verhagen-Jansen-den Heijer,0,1.high
study 1,study1_459,14-02-20 15:38,14-02-20 15:59,1,0,algorithm,1,20.9,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,1,65,0,2,den Heijer-Jansen-Verhagen,1,2.medium
study 1,study1_460,14-02-20 16:01,14-02-20 16:03,0,1,algorithm,1,2.32,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,7,0,0,0,30,0,3,Jansen-den Heijer-Verhagen,0,3.low
study 1,study1_461,14-02-20 15:57,14-02-20 16:03,1,0,algorithm,1,6.5,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,7,0,0,0,62,0,1,Verhagen-Jansen-den Heijer,0,3.low
study 1,study1_462,14-02-20 15:57,14-02-20 16:04,1,0,human,0,6.87,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,41,1,5,Jansen-Verhagen-den Heijer,NA,1.high
study 1,study1_463,14-02-20 16:00,14-02-20 16:08,1,0,algorithm,1,7.95,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,32,0,3,Verhagen-Jansen-den Heijer,0,3.low
study 1,study1_464,14-02-20 16:07,14-02-20 16:11,1,0,human,0,4.45,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,45,0,4,Verhagen-Jansen-den Heijer,NA,1.high
study 1,study1_465,14-02-20 16:09,14-02-20 16:12,0,1,human,0,3.03,2,2.Jansen,6,0,3. Other selection,1,0,8,0,0,0,21,0,3,den Heijer-Jansen-Verhagen,NA,3.low
study 1,study1_466,14-02-20 16:04,14-02-20 16:13,1,0,human,0,8.85,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,8,1,1,0,75,1,4,Jansen-Verhagen-den Heijer,NA,3.low
study 1,study1_467,14-02-20 16:00,14-02-20 16:16,1,0,algorithm,1,16.47,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,68,1,4,Jansen-Verhagen-den Heijer,0,3.low
study 1,study1_468,14-02-20 16:09,14-02-20 16:17,1,0,algorithm,1,8.17,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,58,0,4,Verhagen-Jansen-den Heijer,0,1.high
study 1,study1_469,14-02-20 16:09,14-02-20 16:17,0,1,algorithm,1,8.45,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,0,1,42,0,1,Verhagen-Jansen-den Heijer,0,1.high
study 1,study1_470,14-02-20 16:11,14-02-20 16:19,0,1,human,0,8.53,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,0,1,65,0,1,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_471,14-02-20 16:07,14-02-20 16:21,1,0,algorithm,1,13.88,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,0,0,1,0,49,1,3,Verhagen-Jansen-den Heijer,1,1.high
study 1,study1_472,14-02-20 16:09,14-02-20 16:21,1,0,human,0,11.52,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,31,0,4,Verhagen-Jansen-den Heijer,NA,3.low
study 1,study1_473,14-02-20 16:15,14-02-20 16:21,1,0,algorithm,1,6.47,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,28,1,3,den Heijer-Jansen-Verhagen,0,1.high
study 1,study1_474,14-02-20 16:13,14-02-20 16:22,1,0,human,0,9.28,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,0,1,18,0,1,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_475,14-02-20 16:15,14-02-20 16:26,1,0,human,0,11.12,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,0,50,0,5,Verhagen-Jansen-den Heijer,NA,1.high
study 1,study1_476,14-02-20 16:32,14-02-20 16:33,0,1,algorithm,1,1.63,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,1,6,0,0,0,28,1,4,Jansen-Verhagen-den Heijer,0,3.low
study 1,study1_477,14-02-20 15:16,14-02-20 16:34,1,0,algorithm,1,78.38,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,0,0,19,0,3,Jansen-Verhagen-den Heijer,0,2.medium
